firm_id,company,naics2,naics_full,n_estab,n_unknown,emp,max_estab_emp,round_500,round_100,single_site_large,many_estabs,no_sector,incomplete,review_keep,review_sector,review_emp,review_note
006531438,SOUTH SHORE HOSPITAL,62,62211002,3,0.0,526.0,501,False,False,False,False,False,False,,,,
311225726,DOMINO'S,48,72251115,35,0.0,524.0,25,False,False,False,False,False,False,,,,
441443769,KOMATSU AMERICA CORP,21,33312007,3,0.0,523.0,500,False,False,False,False,False,False,,,,
416591443,BELT RAILWAY CO-CHICAGO YARD,48,48211102,1,0.0,520.0,520,False,False,False,False,False,False,,,,
775656482,KINDRED HOSPITAL CHICAGO NORTH,62,62211002,2,0.0,512.0,502,False,False,False,False,False,False,,,,
422144316,CHICAGO TRIBUNE DIRECT,51,54186002,7,0.0,512.0,215,False,False,False,False,False,False,,,,
854356029,BOSTON CONSULTING GROUP,,54161401,3,0.0,508.0,500,False,False,False,False,True,False,,,,
470626524,CHAPMAN & CUTLER LLP,54,54111002,2,0.0,504.0,500,False,False,False,False,False,False,,,,
005763008,AT KEARNEY INC,33,54161401,2,0.0,503.0,500,False,False,False,False,False,False,,,,
001260249,ACCESS COMMUNITY HEALTH,62,62149301,1,0.0,501.0,501,False,False,False,False,False,False,,,,
446751315,AUTOZONE,42,44131011,44,0.0,501.0,25,False,False,False,False,False,False,,,,
005763628,GATX CORP,48,53241103,3,0.0,501.0,300,False,False,False,False,False,False,,,,
417327889,MCCORMICK PLACE,72,56192002,1,0.0,500.0,500,True,True,False,False,False,False,,,,
434239930,PENINSULA CHICAGO,72,72111002,1,0.0,500.0,500,True,True,False,False,False,False,,,,
433572627,DIGITAS-CHICAGO,,54181001,1,0.0,500.0,500,True,True,False,False,True,False,,,,
434093017,LINCOLN PARK ZOO,81,71213006,1,0.0,500.0,500,True,True,False,False,False,False,,,,
242688505,DEPARTMENT OF CULTURAL AFFAIRS,,71211001,1,0.0,500.0,500,True,True,False,False,True,False,,,,
227324787,SKADDEN ARPS SLATE MEAGHER,51,54111002,1,0.0,500.0,500,True,True,False,False,False,False,,,,
465419729,CHICAGO POLICE DEPT-5TH DIST,,92212003,1,0.0,500.0,500,True,True,False,False,True,False,,,,
465397487,CHICAGO POLICE DEPT,,92212003,1,0.0,500.0,500,True,True,False,False,True,False,,,,
421855444,COMPSYCH EMPLOYEE ASSISTANCE,99,54161205,1,0.0,500.0,500,True,True,False,False,True,False,,,,
313554552,BAIN & CO,,54161401,1,0.0,500.0,500,True,True,False,False,True,False,,,,
700457830,FOUR SEASONS HTG & AIR COND,23,23822002,1,0.0,500.0,500,True,True,False,False,False,False,,,,
407401910,DIGESTIVE DISEASE EDUCATION CO,,61171003,1,0.0,500.0,500,True,True,False,False,True,False,,,,
151012028,ZACKS INVESTMENT RESEARCH INC,52,52393002,1,0.0,500.0,500,True,True,False,False,False,False,,,,
217200021,COLEMAN NATURAL MEATS,,42447005,1,0.0,500.0,500,True,True,False,False,True,False,,,,
974030587,SRA MC GRAW-HILL,51,61171008,1,0.0,500.0,500,True,True,False,False,False,False,,,,
151251451,LANE TECH HIGH SCHOOL,,61111007,1,0.0,500.0,500,True,True,False,False,True,False,,,,
151208568,CHINESE AMERICAN SVC LEAGUE,72,62419021,1,0.0,499.0,499,False,False,False,False,False,False,,,,
713244573,MCGRATH CITY HONDA,42,44111001,6,0.0,498.0,200,False,False,False,False,False,False,,,,
584136014,ATHLETICO PHYSICAL THERAPY,62,62134007,67,0.0,490.0,30,False,False,False,False,False,False,,,,
962862678,CISION,54,51121005,7,0.0,488.0,332,False,False,False,False,False,False,,,,
425081041,LORETTO HOSPITAL,62,62211002,2,0.0,488.0,457,False,False,False,False,False,False,,,,
408126506,ZURICH INSURANCE,52,52421001,41,0.0,488.0,350,False,False,False,False,False,False,,,,
723937960,LINEAGE LOGISTICS,49,54161125,5,0.0,466.0,139,False,False,False,False,False,False,,,,
007595440,RBC WEALTH MANAGEMENT,52,52311002,3,0.0,465.0,275,False,False,False,False,False,False,,,,
165603739,RE/MAX CITY,53,53121003,22,0.0,465.0,70,False,False,False,False,False,False,,,,
215353368,SWISSPORT USA INC,48,48111201,3,0.0,462.0,200,False,False,False,False,False,False,,,,
408247880,SECRETARY OF STATE,92,92112008,8,0.0,455.0,150,False,False,False,False,False,False,,,,
849416722,BURLINGTON,45,45211101,7,0.0,454.0,87,False,False,False,False,False,False,,,,
007512346,TRIPP LITE,33,33441902,2,0.0,454.0,450,False,False,False,False,False,False,,,,
619893779,FAIRPLAY FOODS,42,44511003,4,0.0,453.0,165,False,False,False,False,False,False,,,,
404078671,EATALY CHICAGO,72,72251117,1,0.0,450.0,450,False,False,False,False,False,False,,,,
807587191,NIELSEN CO,51,51119908,2,0.0,450.0,400,False,False,False,False,False,False,,,,
507836252,ROSELAND COMMUNITY HOSP-PHYSCN,,62111107,1,0.0,450.0,450,False,False,False,False,True,False,,,,
404918170,TRIPPE MANUFACTURING CO,33,33599904,1,0.0,450.0,450,False,False,False,False,False,False,,,,
145791497,GE HEALTHCARE TECHNOLOGIES INC,54,33911201,1,0.0,450.0,450,False,False,False,False,False,False,,,,
151644457,EASTERSEALS,52,81331908,8,0.0,447.0,277,False,False,False,False,False,False,,,,
441336328,EZLINKS GOLF LLC,56,71391003,14,0.0,446.0,181,False,False,False,False,False,False,,,,
001669332,FIFTH THIRD BANK,52,52211002,43,0.0,444.0,99,False,False,False,False,False,False,,,,
443630793,HUNTINGTON BANK,52,52211002,33,0.0,444.0,200,False,False,False,False,False,False,,,,
409125614,U-HAUL MOVING-STGE-PORTAGE PRK,49,53212016,133,0.0,443.0,38,False,False,False,True,False,False,,,,
439664772,CBRE,53,53121005,7,0.0,439.0,415,False,False,False,False,False,False,,,,
820673523,MARC REALTY,53,53121003,7,0.0,436.0,350,False,False,False,False,False,False,,,,
939063319,LOU MALNATI'S PIZZERIA,72,72251115,12,0.0,435.0,100,False,False,False,False,False,False,,,,
992479295,AMERICAN AXLE & MFG INC,33,33211107,1,0.0,433.0,433,False,False,False,False,False,False,,,,
004706446,BEST BUY,51,44314207,7,0.0,429.0,158,False,False,False,False,False,False,,,,
483504429,ERP OPERATING LP,53,52599001,2,0.0,429.0,228,False,False,False,False,False,False,,,,
383453404,SHEDD AQUARIUM,48,71219001,1,0.0,428.0,428,False,False,False,False,False,False,,,,
443650288,KEMPER CORP,52,52412607,4,0.0,428.0,200,False,False,False,False,False,False,,,,
392219564,LATHAM & WATKINS LLP,,54111002,1,0.0,427.0,427,False,False,False,False,True,False,,,,
441485026,CITI TRENDS,44,45211101,8,0.0,426.0,131,False,False,False,False,False,False,,,,
400157046,ACCENTCARE HOSPICE-PALLIATIVE,54,62311011,33,0.0,426.0,115,False,False,False,False,False,False,,,,
441424033,NALCO WATER,32,42372045,2,0.0,422.0,415,False,False,False,False,False,False,,,,
987287943,HAY GROUP,56,54161401,5,0.0,422.0,220,False,False,False,False,False,False,,,,
493350797,WINGSTOP,72,72251117,34,0.0,422.0,23,False,False,False,False,False,False,,,,
758325456,MERCEDES-BENZ OF CHICAGO,44,44111001,2,0.0,420.0,400,False,False,False,False,False,False,,,,
641603337,CHICAGO POLICE DEPT,,92212003,1,0.0,420.0,420,False,False,False,False,True,False,,,,
001490291,BP PRODUCTS NORTH AMERICA INC,32,48611002,54,0.0,420.0,150,False,False,False,False,False,False,,,,
009332453,FINKL STEEL,33,33351406,2,0.0,419.0,415,False,False,False,False,False,False,,,,
780299795,KELLER WILLIAMS REALTY,53,53121003,5,0.0,418.0,150,False,False,False,False,False,False,,,,
004674990,CHICAGO MERCANTILE EXCH INC,45,52321004,4,0.0,418.0,233,False,False,False,False,False,False,,,,
761815206,PPM AMERICA INC,44,52393002,4,0.0,418.0,200,False,False,False,False,False,False,,,,
370270621,ROBERT W BAIRD & CO,52,52311002,4,0.0,417.0,200,False,False,False,False,False,False,,,,
836142901,JB HUNT,48,48423017,2,0.0,415.0,400,False,False,False,False,False,False,,,,
006531107,TAKAO NAGI CONCRETE RSTRTN,23,23811001,5,0.0,414.0,200,False,False,False,False,False,False,,,,
251451274,KATE'S DETECTIVE & SECURITY,42,56161208,1,0.0,414.0,414,False,False,False,False,False,False,,,,
465430924,ALPHA BAKING CO INC,31,31181202,2,0.0,411.0,350,False,False,False,False,False,False,,,,
886835255,DAVITA LOOP RENAL CTR,62,62149202,35,0.0,410.0,30,False,False,False,False,False,False,,,,
769804148,PANERA BREAD,48,72251117,17,0.0,409.0,60,False,False,False,False,False,False,,,,
434509785,HU-FRIEDY MANUFACTURING CO LLC,33,42345007,1,0.0,408.0,408,False,False,False,False,False,False,,,,
141364927,CROWE LLP,51,54121101,2,0.0,406.0,400,False,False,False,False,False,False,,,,
558765046,NEWLY WEDS FOODS INC,42,31199906,2,0.0,405.0,350,False,False,False,False,False,False,,,,
417543063,EL MILAGRO INC,42,42449065,4,0.0,404.0,300,False,False,False,False,False,False,,,,
453620056,OLD NAVY,44,44814001,19,0.0,404.0,60,False,False,False,False,False,False,,,,
441443447,DUCHOSSOIS GROUP,42,52391003,2,0.0,403.0,400,False,False,False,False,False,False,,,,
641540562,NBC 5 CHICAGO,51,51512001,1,0.0,400.0,400,False,True,False,False,False,False,,,,
113413587,SOCIETE GENERALE,,52393002,1,0.0,400.0,400,False,True,False,False,True,False,,,,
151526621,BURBANK ELEMENTARY SCHOOL,,61111007,1,0.0,400.0,400,False,True,False,False,True,False,,,,
001767540,COLOR COMMUNICATIONS INC,32,33999936,1,0.0,400.0,400,False,True,False,False,False,False,,,,
220012868,LEVENFELD PEARLSTEIN LLC,,54111002,2,0.0,400.0,200,False,True,False,False,True,False,,,,
859249336,COM PSYCHIATRIC CORP,62,62419024,1,0.0,400.0,400,False,True,False,False,False,False,,,,
465428407,CHICAGO POLICE DEPT-3RD DIST,,92212003,1,0.0,400.0,400,False,True,False,False,True,False,,,,
151639515,ASI SERVICES HOME CARE,62,11521006,1,0.0,400.0,400,False,True,False,False,False,False,,,,
722434258,DREAM TOWN,53,53121003,1,0.0,400.0,400,False,True,False,False,False,False,,,,
711061583,HEALTH FORUM,62,62199921,1,0.0,400.0,400,False,True,False,False,False,False,,,,
741492850,ASHE,62,81391002,1,0.0,400.0,400,False,True,False,False,False,False,,,,
261984173,INVENERGY LLC,42,32799302,1,0.0,400.0,400,False,True,False,False,False,False,,,,
725135456,SAPIENT RAZORFISH INC,54,54181014,1,0.0,400.0,400,False,True,False,False,False,False,,,,
690907381,SIMS METAL MANAGEMENT MIDWEST,42,42393017,2,0.0,400.0,300,False,True,False,False,False,False,,,,
733930219,CHICAGO NEIGHBORHOOD RELATIONS,92,92119001,1,0.0,400.0,400,False,True,False,False,False,False,,,,
439853531,EMERGENCY DEPT SWEDISH HOSP,62,62211001,20,2.0,400.0,119,False,True,False,False,False,True,,,,
751407332,CJ VITNER CO,31,31199906,1,0.0,400.0,400,False,True,False,False,False,False,,,,
004727046,CHICK-FIL-A,48,72251117,14,0.0,398.0,100,False,False,False,False,False,False,,,,
830775453,JC PENNEY,44,45211101,5,0.0,394.0,350,False,False,False,False,False,False,,,,
564807360,K & L GATES LLP,,54111002,1,0.0,390.0,390,False,False,False,False,True,False,,,,
577205016,LITTLE CAESARS,72,72251115,21,0.0,388.0,30,False,False,False,False,False,False,,,,
151470952,WILSON SPORTING GOODS CO,33,42391039,5,0.0,388.0,320,False,False,False,False,False,False,,,,
458403615,COMMUNITY COUNSELING CTR-CHI,62,62411004,2,0.0,388.0,318,False,False,False,False,False,False,,,,
969075811,FEDEX FREIGHT,48,48423017,302,257.0,386.0,64,False,False,False,True,False,True,,,,
387746266,AMC RIVER EAST 21,71,51213101,7,0.0,386.0,120,False,False,False,False,False,False,,,,
004707857,MAGGIANO'S LITTLE ITALY,51,72251117,7,0.0,385.0,150,False,False,False,False,False,False,,,,
415552741,ROSENTHAL COLLINS GROUP LLC,44,52314001,3,0.0,382.0,340,False,False,False,False,False,False,,,,
150955599,MORNINGSTAR INC,52,52391001,5,0.0,382.0,139,False,False,False,False,False,False,,,,
427744964,JEWISH UNITED FUND,81,62419012,1,0.0,380.0,380,False,False,False,False,False,False,,,,
801326752,CONSULATE GENERAL OF CANADA,92,92812007,52,0.0,380.0,30,False,False,False,False,False,False,,,,
452172505,LEVY RESTAURANTS INC,72,72231009,15,0.0,380.0,100,False,False,False,False,False,False,,,,
834573883,PROTIVITI,52,54161401,3,0.0,379.0,350,False,False,False,False,False,False,,,,
762003974,WILD FORK,44,44511003,3,0.0,377.0,135,False,False,False,False,False,False,,,,
305504573,TRADER JOE'S,44,44511003,6,0.0,375.0,90,False,False,False,False,False,False,,,,
007696461,FEDERAL RESERVE BANK-CHICAGO,52,52111001,5,0.0,375.0,202,False,False,False,False,False,False,,,,
402775001,PUBLIC AID DEPT,92,92313004,4,0.0,370.0,167,False,False,False,False,False,False,,,,
402851158,ADA S MC KINLEY COMMUNITY SVC,62,62419012,20,0.0,370.0,54,False,False,False,False,False,False,,,,
740177968,COOK COUNTY,,92112008,1,0.0,369.0,369,False,False,False,False,True,False,,,,
466032877,US ARMY CORPS OF ENGINEERS,92,92412003,24,0.0,365.0,103,False,False,False,False,False,False,,,,
404705436,GENSLER,23,54131001,1,0.0,364.0,364,False,False,False,False,False,False,,,,
425450618,SWEETGREEN,48,72251117,16,0.0,363.0,39,False,False,False,False,False,False,,,,
681184594,CHICAGO REVIEW PRESS,54,51113003,4,0.0,363.0,140,False,False,False,False,False,False,,,,
944028885,HOME RUN INN PIZZA-31ST ST,31,72251115,5,0.0,362.0,250,False,False,False,False,False,False,,,,
307691410,LAZ PARKING,42,81293004,52,0.0,360.0,45,False,False,False,False,False,False,,,,
745717773,UMC,23,81311008,1,0.0,360.0,360,False,False,False,False,False,False,,,,
781674475,FEDERAL SAVINGS BANK,,52211002,2,0.0,359.0,250,False,False,False,False,True,False,,,,
441424496,U.S. BANK BRANCH,52,52211002,30,0.0,359.0,110,False,False,False,False,False,False,,,,
801322819,AMERICAN HOSPITAL ASSN,62,81391002,2,0.0,358.0,350,False,False,False,False,False,False,,,,
465419703,CHICAGO POLICE YOUTH DIV,,92212003,1,0.0,355.0,355,False,False,False,False,True,False,,,,
406283499,THEMART,44,53121003,2,0.0,354.0,350,False,False,False,False,False,False,,,,
443639919,OLD REPUBLIC INTL CORP,52,52429819,4,0.0,354.0,250,False,False,False,False,False,False,,,,
443448477,WASTE MANAGEMENT,56,56211901,5,0.0,353.0,150,False,False,False,False,False,False,,,,
007534316,ALLEGRO ROYAL SONESTA HOTEL,72,72111002,4,0.0,353.0,250,False,False,False,False,False,False,,,,
401339442,HUD REGIONAL OFC,,92112009,1,0.0,350.0,350,False,False,False,False,True,False,,,,
820705606,LUSTER PRODUCTS INC,32,54161303,1,0.0,350.0,350,False,False,False,False,False,False,,,,
465373348,311 OPERATIONS,92,92119001,1,0.0,350.0,350,False,False,False,False,False,False,,,,
255153348,AGB INVESTIGATIVE SVC,56,56161208,1,0.0,350.0,350,False,False,False,False,False,False,,,,
458527330,MCDERMOTT CENTER,,81331908,1,0.0,350.0,350,False,False,False,False,True,False,,,,
465385250,CHICAGO POLICE DEPT,,92212003,1,0.0,350.0,350,False,False,False,False,True,False,,,,
465430411,CHICAGO POLICE DEPT,,92212003,1,0.0,350.0,350,False,False,False,False,True,False,,,,
720230085,CLIMATE GUARD,,44419069,1,0.0,350.0,350,False,False,False,False,True,False,,,,
465389229,CHICAGO POLICE DEPT-2ND DIST,,92212003,1,0.0,350.0,350,False,False,False,False,True,False,,,,
410877844,IMC,,52399902,1,0.0,350.0,350,False,False,False,False,True,False,,,,
230045403,NEAL GERBER & EISENBERG LLP,54,54111002,1,0.0,350.0,350,False,False,False,False,False,False,,,,
891718769,DEERFIELD REVIEW,,51111003,1,0.0,350.0,350,False,False,False,False,True,False,,,,
728536332,MAKEOFFICES AT THE LOOP,53,53131205,1,0.0,350.0,350,False,False,False,False,False,False,,,,
901656256,DEPARTMENT OF WATER MANAGEMENT,22,23711012,1,0.0,350.0,350,False,False,False,False,False,False,,,,
151446218,CURIE METROPOLITAN HIGH SCHOOL,,61111007,1,0.0,350.0,350,False,False,False,False,True,False,,,,
553557653,STATS PERFORM,33,71399045,5,0.0,347.0,180,False,False,False,False,False,False,,,,
433956418,NORTHWESTERN UNIVERSITY,54,61131004,17,1.0,341.0,100,False,False,False,False,False,True,,,,
458453354,LAGROU DISTRIBUTION INC,49,48423013,1,0.0,341.0,341,False,False,False,False,False,False,,,,
312704950,COLUMBIA PIPE & SUPPLY CO,42,23829017,1,0.0,340.0,340,False,False,False,False,False,False,,,,
421712805,COREPOWER YOGA,81,61169914,14,0.0,338.0,50,False,False,False,False,False,False,,,,
608560488,HH GLOBAL,54,42343001,2,0.0,336.0,249,False,False,False,False,False,False,,,,
732050827,GREEN THUMB INDUSTRIES INC,33,11199811,1,0.0,334.0,334,False,False,False,False,False,False,,,,
007526718,NEWELL BRANDS,54,32619913,2,0.0,326.0,301,False,False,False,False,False,False,,,,
448939041,CHICAGO POLICE DEPT,92,92212003,1,0.0,325.0,325,False,False,False,False,False,False,,,,
417463601,PAUL H SCHWENDENER INC,,23611505,1,0.0,325.0,325,False,False,False,False,True,False,,,,
439218696,ENDOCRINE & DIABETES ASSOC S C,,62111107,1,0.0,324.0,324,False,False,False,False,True,False,,,,
233439967,FEDERAL EMERGENCY MGMT AGCY,92,92219005,6,0.0,324.0,120,False,False,False,False,False,False,,,,
439901798,HERTZ,48,53211101,19,0.0,323.0,250,False,False,False,False,False,False,,,,
448172270,CATHOLIC CHARITIES,62,81331104,16,0.0,322.0,101,False,False,False,False,False,False,,,,
007517907,FITCH RATINGS,81,56145003,4,0.0,322.0,220,False,False,False,False,False,False,,,,
465387439,CHICAGO ELECTRICITY BUREAU,,92112006,1,0.0,320.0,320,False,False,False,False,True,False,,,,
556851913,SHRINERS HOSPITALS FOR CHLDRN,62,62211002,1,0.0,320.0,320,False,False,False,False,False,False,,,,
242702603,NCSA COLLEGE RECRUITING,52,54161105,1,0.0,317.0,317,False,False,False,False,False,False,,,,
400920153,RADISSON BLU AQUA HOTEL CHCG,72,72111002,7,0.0,317.0,166,False,False,False,False,False,False,,,,
200083962,HOLCIM US,42,32731001,3,0.0,315.0,299,False,False,False,False,False,False,,,,
146383393,L & W SUPPLY CORP,42,44411001,2,0.0,315.0,300,False,False,False,False,False,False,,,,
441363553,KAUFMAN HALL & ASSOC LLC,54,54161823,16,0.0,315.0,200,False,False,False,False,False,False,,,,
465380962,CHICAGO POLICE DEPT,92,92212003,1,0.0,310.0,310,False,False,False,False,False,False,,,,
001547116,MOBIL,44,44719005,58,0.0,310.0,25,False,False,False,False,False,False,,,,
844188607,LENSCRAFTERS,44,44613003,42,0.0,309.0,35,False,False,False,False,False,False,,,,
533734497,TRADING TECHNOLOGIES INTL INC,42,51121005,2,0.0,309.0,300,False,False,False,False,False,False,,,,
002689735,HICKORY FARMS LLC,45,44529912,2,0.0,309.0,300,False,False,False,False,False,False,,,,
004354858,KELLANOVA,31,42442005,4,0.0,308.0,280,False,False,False,False,False,False,,,,
415525999,LOFT STORES,44,44814001,22,0.0,305.0,32,False,False,False,False,False,False,,,,
906730205,UNIVISION NETWORK,31,51512001,3,0.0,305.0,150,False,False,False,False,False,False,,,,
001329960,DENTONS US LLP,,54111002,2,0.0,305.0,300,False,False,False,False,True,False,,,,
415353372,RJ O'BRIEN & ASSOC LLC,52,81391004,2,0.0,305.0,300,False,False,False,False,False,False,,,,
586647802,HAVAS CHICAGO,54,54181001,2,0.0,304.0,300,False,False,False,False,False,False,,,,
848980504,BAKER TILLY US LLP,52,54121101,2,0.0,304.0,300,False,False,False,False,False,False,,,,
433491558,LAKESHORE RECYCLING SYSTS LLC,56,42393017,3,0.0,303.0,270,False,False,False,False,False,False,,,,
409256900,GARRETT BRANDS LLC,44,44529206,17,0.0,303.0,89,False,False,False,False,False,False,,,,
150828192,CRAMER-KRASSELT,54,54181003,2,0.0,302.0,275,False,False,False,False,False,False,,,,
315646851,FOREST EDGE HEALTHCARE-RHBLTN,99,62311016,1,0.0,301.0,301,False,False,False,False,True,False,,,,
610961070,CLIMATEGUARD FACTORY & SHOWRM,,44419069,1,0.0,301.0,301,False,False,False,False,True,False,,,,
005767892,CALMARK GROUP,56,54186002,1,0.0,300.0,300,False,True,False,False,False,False,,,,
355407735,OCE NA,,72251117,1,0.0,300.0,300,False,True,False,False,True,False,,,,
572812675,CHICAGO POLICE PUBLIC TRNSPRTN,,92212003,1,0.0,300.0,300,False,True,False,False,True,False,,,,
417185606,CTC LLC,44,52399902,1,0.0,300.0,300,False,True,False,False,False,False,,,,
407420385,RUBIN BROTHERS INC,42,44814001,1,0.0,300.0,300,False,True,False,False,False,False,,,,
417557881,LABORATORY SCHOOLS,,61111007,1,0.0,300.0,300,False,True,False,False,True,False,,,,
448954925,CHICAGO POLICE DEPT,,92212003,1,0.0,300.0,300,False,True,False,False,True,False,,,,
417212800,BLUE PLATE CATERING,72,72232001,1,0.0,300.0,300,False,True,False,False,False,False,,,,
754675556,PRIMERA ENGINEERS LTD,52,54133016,1,0.0,300.0,300,False,True,False,False,False,False,,,,
357455013,NIXON PEABODY LLP,,54111002,1,0.0,300.0,300,False,True,False,False,True,False,,,,
003444775,HARTGROVE BEHAVIORAL HEALTH,62,62211002,2,1.0,300.0,300,False,True,False,False,False,True,,,,
641550918,LOGAN SQUARE BUILDING MATERIAL,,23622005,1,0.0,300.0,300,False,True,False,False,True,False,,,,
151553286,JESUS PEOPLE USA,81,81311008,1,0.0,300.0,300,False,True,False,False,False,False,,,,
507636538,BREAKERS AT EDGEWATER BEACH,62,62331206,22,0.0,300.0,90,False,True,False,False,False,False,,,,
426652262,CHICAGO CITY STREETS & SAND,,56211901,1,0.0,300.0,300,False,True,False,False,True,False,,,,
448899575,CHICAGO POLICE DEPT 19TH DIST,,92212003,1,0.0,300.0,300,False,True,False,False,True,False,,,,
404916216,CASA CENTRAL,62,42345017,1,0.0,300.0,300,False,True,False,False,False,False,,,,
853720100,HEITMAN LLC,52,53121004,1,0.0,300.0,300,False,True,False,False,False,False,,,,
975644899,CHICAGO POLICE DEPT,,92212003,1,0.0,300.0,300,False,True,False,False,True,False,,,,
311192439,CHICAGO MEAT AUTHORITY INC,31,,1,0.0,300.0,300,False,True,False,False,False,False,,,,
706278292,KEHOE DESIGNS,54,23611808,1,0.0,300.0,300,False,True,False,False,False,False,,,,
478724032,MENASHA PACKAGING,54,56191002,1,0.0,300.0,300,False,True,False,False,False,False,,,,
458524196,GCM GROSVENOR INC,52,56111022,1,0.0,300.0,300,False,True,False,False,False,False,,,,
403705232,CHICAGO CITY HALL,92,92112001,1,0.0,300.0,300,False,True,False,False,False,False,,,,
402472455,MERCEDES-BENZ OF CHICAGO SVC,81,44132001,1,0.0,300.0,300,False,True,False,False,False,False,,,,
507680353,CHICAGO SYMPHONY ORCHESTRA,71,,1,0.0,300.0,300,False,True,False,False,False,False,,,,
425742553,ILLINOIS HOUSING DEVMNT AUTH,92,53131106,1,0.0,300.0,300,False,True,False,False,False,False,,,,
248950750,CHICAGO PARK DISTRICT,92,71219004,1,0.0,300.0,300,False,True,False,False,False,False,,,,
475661187,PACELLA TRUCKING EXPRESS INC,,48423013,1,0.0,300.0,300,False,True,False,False,True,False,,,,
397347626,CHICAGO POLICE DEPT,,92212003,1,0.0,300.0,300,False,True,False,False,True,False,,,,
151176708,CHICAGO YACHT CLUB,44,44122225,1,0.0,300.0,300,False,True,False,False,False,False,,,,
610808164,MCCALLA RAYMER LEIBERT-PIERCE,,54111002,1,0.0,300.0,300,False,True,False,False,True,False,,,,
465405017,CHICAGO POLICE DEPT,92,92212003,1,0.0,300.0,300,False,True,False,False,False,False,,,,
671176964,UNITED MAINTENANCE CO INC,48,23899052,6,0.0,300.0,50,False,True,False,False,False,False,,,,
730741843,MEDVET CHICAGO,54,54194009,1,0.0,300.0,300,False,True,False,False,False,False,,,,
427445175,MINTEL,,54161303,1,0.0,300.0,300,False,True,False,False,True,False,,,,
008698318,SMITH VILLAGE,62,62331206,1,0.0,300.0,300,False,True,False,False,False,False,,,,
383469376,CRESCENT CLEANING CO,56,56172003,1,0.0,300.0,300,False,True,False,False,False,False,,,,
721781950,SAC WIRELESS LLC,23,51791916,1,0.0,300.0,300,False,True,False,False,False,False,,,,
721488750,AXA ASSISTANCE USA INC,52,52429201,1,0.0,300.0,300,False,True,False,False,False,False,,,,
724278431,JAMESON REALTY GROUP,,53121003,1,0.0,300.0,300,False,True,False,False,True,False,,,,
416863663,SMITH WJ SENIOR LIVING,,62139920,1,0.0,300.0,300,False,True,False,False,True,False,,,,
902096031,CROWELL & MORING LLP,,54111002,1,0.0,300.0,300,False,True,False,False,True,False,,,,
725593926,WATER MANAGEMENT DEPT,92,92613001,1,0.0,300.0,300,False,True,False,False,False,False,,,,
475672978,ARCHDIOCESAN PASTORAL CTR,,81311021,1,0.0,300.0,300,False,True,False,False,True,False,,,,
748302061,FERRARN CANDY CO,,44529202,1,0.0,300.0,300,False,True,False,False,True,False,,,,
738210815,IL HOUSING DEV AUTH,92,23721007,1,0.0,300.0,300,False,True,False,False,False,False,,,,
517549762,KOCH FOODS INC,11,31161501,1,0.0,300.0,300,False,True,False,False,False,False,,,,
001331255,LYRIC OPERA OF CHICAGO,71,71111002,1,0.0,300.0,300,False,True,False,False,False,False,,,,
151082393,WARREN BAR PAVILION LLC,62,56111022,1,0.0,300.0,300,False,True,False,False,False,False,,,,
945228930,CHICAGO BEVERAGE SYSTEMS LLC,42,42481001,1,0.0,300.0,300,False,True,False,False,False,False,,,,
151183977,LAKESHORE SPORTS & FITNESS,71,71394011,1,0.0,300.0,300,False,True,False,False,False,False,,,,
151216249,ST AGNES HEALTH CARE & REHAB,,62311016,1,0.0,300.0,300,False,True,False,False,True,False,,,,
738755303,US DISTRICT COURT,,92211004,1,0.0,300.0,300,False,True,False,False,True,False,,,,
001332527,CHICAGO CUBS,71,71121103,4,0.0,298.0,112,False,False,False,False,False,False,,,,
902105808,KATTEN MUCHIN ROSENMAN LLP,51,54111002,1,0.0,294.0,294,False,False,False,False,False,False,,,,
439811391,MAUSER SMALL PACKAGING,32,33243907,5,0.0,294.0,200,False,False,False,False,False,False,,,,
736153458,YOGASIX,81,61169914,39,0.0,291.0,40,False,False,False,False,False,False,,,,
820549038,PERYAM & KROLL RESEARCH,56,54191003,1,0.0,290.0,290,False,False,False,False,False,False,,,,
581304086,REED SMITH LLP,,54111002,1,0.0,290.0,290,False,False,False,False,True,False,,,,
151513876,CHICAGO MIDWAY INTL AIRPORT,48,48811907,1,0.0,288.0,288,False,False,False,False,False,False,,,,
266392810,HOUSE OF BLUES,72,71131001,3,0.0,287.0,200,False,False,False,False,False,False,,,,
820310571,ROSWELL B MASON ELEMENTARY SCH,,61111007,1,0.0,287.0,287,False,False,False,False,True,False,,,,
120724273,ANTHROPOLOGIE,31,44812010,15,0.0,287.0,50,False,False,False,False,False,False,,,,
217498831,WOW BAO AIRPORT,72,72251117,10,0.0,286.0,139,False,False,False,False,False,False,,,,
440205837,MISSION OF OUR LADY OF MERCY,81,62331205,1,0.0,284.0,284,False,False,False,False,False,False,,,,
418161865,METRO INFUSION CTR,62,62149301,9,0.0,282.0,102,False,False,False,False,False,False,,,,
579167651,THOUGHTWORKS INC,54,51121005,6,0.0,282.0,165,False,False,False,False,False,False,,,,
448930537,CHICAGO POLICE DEPT,,92212003,1,0.0,280.0,280,False,False,False,False,True,False,,,,
490518073,FIRST INDUSTRIAL INVESTMENT,53,52392001,3,0.0,280.0,150,False,False,False,False,False,False,,,,
001080373,WORLD'S FINEST CHOCOLATE INC,31,42499042,2,0.0,280.0,275,False,False,False,False,False,False,,,,
